,Unnamed: 0,Student ID,student_name,gender,grade,school_name,reading_score,math_score,cat_read,cat_math
16749,16749,16749,Heather Miller,F,12th,Cabrera High School,76,89,aprobado,aprobado
16750,16750,16750,Elizabeth Duffy,F,12th,Cabrera High School,89,81,aprobado,aprobado
16751,16751,16751,Crystal Montgomery,F,9th,Cabrera High School,82,85,aprobado,aprobado
16752,16752,16752,Stephen Oconnor,M,11th,Cabrera High School,85,81,aprobado,aprobado
16753,16753,16753,Carlos Acosta,M,9th,Cabrera High School,71,93,aprobado,aprobado
16754,16754,16754,Dakota Oneal,M,11th,Cabrera High School,82,80,aprobado,aprobado
16755,16755,16755,Stacey Miller,F,11th,Cabrera High School,85,93,aprobado,aprobado
16756,16756,16756,Olivia Taylor,F,11th,Cabrera High School,91,72,aprobado,aprobado
16757,16757,16757,Carolyn Oliver,F,12th,Cabrera High School,80,69,aprobado,reprobado
16758,16758,16758,Andrea Downs,F,10th,Cabrera High School,79,84,aprobado,aprobado
16759,16759,16759,Sandra Myers,F,11th,Cabrera High School,82,70,aprobado,aprobado
16760,16760,16760,Darlene Kelly,F,10th,Cabrera High School,89,76,aprobado,aprobado
16761,16761,16761,Deanna Brown,F,10th,Cabrera High School,91,74,aprobado,aprobado
16762,16762,16762,Desiree Fleming,F,11th,Cabrera High School,94,94,aprobado,aprobado
16763,16763,16763,Ruben Lambert,M,10th,Cabrera High School,72,72,aprobado,aprobado
16764,16764,16764,Adriana Brown,F,11th,Cabrera High School,78,90,aprobado,aprobado
16765,16765,16765,Jennifer Jones,F,10th,Cabrera High School,82,93,aprobado,aprobado
16766,16766,16766,Hannah Campbell,F,12th,Cabrera High School,85,98,aprobado,aprobado
16767,16767,16767,Jennifer Chavez,F,11th,Cabrera High School,77,70,aprobado,aprobado
16768,16768,16768,Jackie Santiago,F,12th,Cabrera High School,80,68,aprobado,reprobado
16769,16769,16769,Cody Duffy,M,10th,Cabrera High School,93,91,aprobado,aprobado
16770,16770,16770,Thomas Carter,M,10th,Cabrera High School,71,90,aprobado,aprobado
16771,16771,16771,Joseph Sanchez,M,10th,Cabrera High School,72,91,aprobado,aprobado
16772,16772,16772,Phyllis Thomas,F,12th,Cabrera High School,91,94,aprobado,aprobado
16773,16773,16773,Douglas Obrien,M,11th,Cabrera High School,87,81,aprobado,aprobado
16774,16774,16774,Kenneth Richards,M,12th,Cabrera High School,73,85,aprobado,aprobado
16775,16775,16775,Jeremy Howard,M,10th,Cabrera High School,76,94,aprobado,aprobado
16776,16776,16776,Matthew Baker,M,9th,Cabrera High School,87,91,aprobado,aprobado
16777,16777,16777,Edwin Ross,M,12th,Cabrera High School,97,92,aprobado,aprobado
16778,16778,16778,David Reynolds,M,11th,Cabrera High School,89,71,aprobado,aprobado
16779,16779,16779,Edwin Peterson,M,10th,Cabrera High School,72,80,aprobado,aprobado
16780,16780,16780,Patricia Vazquez,F,12th,Cabrera High School,99,92,aprobado,aprobado
16781,16781,16781,Jason Walters,M,10th,Cabrera High School,79,70,aprobado,aprobado
16782,16782,16782,Micheal Smith,M,10th,Cabrera High School,79,78,aprobado,aprobado
16783,16783,16783,Kelly Schneider,F,11th,Cabrera High School,86,81,aprobado,aprobado
16784,16784,16784,Austin Salazar,M,12th,Cabrera High School,87,85,aprobado,aprobado
16785,16785,16785,Nancy Carey,F,11th,Cabrera High School,76,82,aprobado,aprobado
16786,16786,16786,Ricky Roberts,M,12th,Cabrera High School,72,97,aprobado,aprobado
16787,16787,16787,Lauren Lewis,F,12th,Cabrera High School,74,68,aprobado,reprobado
16788,16788,16788,Damon Brown,M,9th,Cabrera High School,80,69,aprobado,reprobado
16789,16789,16789,Kevin Huynh,M,11th,Cabrera High School,93,76,aprobado,aprobado
16790,16790,16790,Jose Martin,M,11th,Cabrera High School,87,93,aprobado,aprobado
16791,16791,16791,Abigail Casey,F,11th,Cabrera High School,99,87,aprobado,aprobado
16792,16792,16792,David Wilson,M,12th,Cabrera High School,84,78,aprobado,aprobado
16793,16793,16793,Gregory Mcclure,M,11th,Cabrera High School,92,78,aprobado,aprobado
16794,16794,16794,Susan Wilson,F,11th,Cabrera High School,82,71,aprobado,aprobado
16795,16795,16795,Patrick Mitchell,M,12th,Cabrera High School,79,74,aprobado,aprobado
16796,16796,16796,James Wright,M,12th,Cabrera High School,95,99,aprobado,aprobado
16797,16797,16797,William Smith,M,12th,Cabrera High School,79,77,aprobado,aprobado
16798,16798,16798,Thomas Garcia,M,9th,Cabrera High School,84,75,aprobado,aprobado
16799,16799,16799,Pamela Webster,F,12th,Cabrera High School,88,91,aprobado,aprobado
16800,16800,16800,Kyle Nguyen,M,12th,Cabrera High School,97,74,aprobado,aprobado
16801,16801,16801,Amanda Gibson,F,9th,Cabrera High School,78,89,aprobado,aprobado
16802,16802,16802,Todd Bowers,M,10th,Cabrera High School,72,81,aprobado,aprobado
16803,16803,16803,Carrie Richardson,F,10th,Cabrera High School,81,85,aprobado,aprobado
16804,16804,16804,Natalie Stewart,F,9th,Cabrera High School,86,72,aprobado,aprobado
16805,16805,16805,Robert Mitchell,M,11th,Cabrera High School,86,77,aprobado,aprobado
16806,16806,16806,Lisa Kennedy,F,12th,Cabrera High School,76,99,aprobado,aprobado
16807,16807,16807,Eric Padilla,M,9th,Cabrera High School,85,90,aprobado,aprobado
16808,16808,16808,Mark Miller,M,10th,Cabrera High School,97,80,aprobado,aprobado
16809,16809,16809,Barry Benton,M,11th,Cabrera High School,92,88,aprobado,aprobado
16810,16810,16810,Johnathan Smith,M,9th,Cabrera High School,80,82,aprobado,aprobado
16811,16811,16811,Amy Myers,F,11th,Cabrera High School,83,81,aprobado,aprobado
16812,16812,16812,Bonnie Griffin,F,11th,Cabrera High School,98,69,aprobado,reprobado
16813,16813,16813,Philip Holder,M,9th,Cabrera High School,73,77,aprobado,aprobado
16814,16814,16814,Dale Davis,M,10th,Cabrera High School,86,87,aprobado,aprobado
16815,16815,16815,Kenneth Norris,M,11th,Cabrera High School,92,73,aprobado,aprobado
16816,16816,16816,Jean Rivera,F,11th,Cabrera High School,84,81,aprobado,aprobado
16817,16817,16817,Caleb Brown,M,12th,Cabrera High School,72,81,aprobado,aprobado
16818,16818,16818,Jennifer Parker,F,10th,Cabrera High School,88,96,aprobado,aprobado
16819,16819,16819,Andrew Ewing,M,12th,Cabrera High School,76,84,aprobado,aprobado
16820,16820,16820,Cassie Richardson,F,11th,Cabrera High School,71,80,aprobado,aprobado
16821,16821,16821,Brian Miles,M,11th,Cabrera High School,98,73,aprobado,aprobado
16822,16822,16822,Mark Gordon,M,9th,Cabrera High School,73,68,aprobado,reprobado
16823,16823,16823,Mark Le,M,11th,Cabrera High School,98,85,aprobado,aprobado
16824,16824,16824,Christopher Hutchinson,M,11th,Cabrera High School,96,89,aprobado,aprobado
16825,16825,16825,Ashley Roberts,F,9th,Cabrera High School,74,93,aprobado,aprobado
16826,16826,16826,Ashley Koch,F,11th,Cabrera High School,94,84,aprobado,aprobado
16827,16827,16827,Carlos Lozano,M,10th,Cabrera High School,80,72,aprobado,aprobado
16828,16828,16828,Carrie Chapman,F,10th,Cabrera High School,94,93,aprobado,aprobado
16829,16829,16829,Christine Richardson,F,10th,Cabrera High School,77,87,aprobado,aprobado
16830,16830,16830,Brandon Kelly,M,10th,Cabrera High School,89,82,aprobado,aprobado
16831,16831,16831,Robert Terry,M,10th,Cabrera High School,84,79,aprobado,aprobado
16832,16832,16832,Russell White,M,9th,Cabrera High School,86,93,aprobado,aprobado
16833,16833,16833,Rachel Johnson,F,10th,Cabrera High School,84,76,aprobado,aprobado
16834,16834,16834,Stephen Pham,M,10th,Cabrera High School,98,86,aprobado,aprobado
16835,16835,16835,Andrew Lozano,M,11th,Cabrera High School,79,93,aprobado,aprobado
16836,16836,16836,Mckenzie Preston,F,12th,Cabrera High School,95,80,aprobado,aprobado
16837,16837,16837,William Young,M,11th,Cabrera High School,77,99,aprobado,aprobado
16838,16838,16838,Amanda Burns,F,12th,Cabrera High School,96,95,aprobado,aprobado
16839,16839,16839,Jillian Proctor,F,10th,Cabrera High School,99,95,aprobado,aprobado
16840,16840,16840,Jessica Mccullough,F,12th,Cabrera High School,84,83,aprobado,aprobado
16841,16841,16841,Stephen Smith,M,11th,Cabrera High School,95,69,aprobado,reprobado
16842,16842,16842,Kimberly Walker,F,11th,Cabrera High School,74,99,aprobado,aprobado
16843,16843,16843,Jeremy Cherry,M,10th,Cabrera High School,98,96,aprobado,aprobado
16844,16844,16844,Alexandra Giles,F,12th,Cabrera High School,93,91,aprobado,aprobado
16845,16845,16845,Tony Nunez,M,10th,Cabrera High School,76,89,aprobado,aprobado
16846,16846,16846,Cassandra Ross,F,9th,Cabrera High School,72,94,aprobado,aprobado
16847,16847,16847,Frederick Duke,M,9th,Cabrera High School,72,80,aprobado,aprobado
16848,16848,16848,Katherine Velazquez,F,9th,Cabrera High School,71,96,aprobado,aprobado
16849,16849,16849,Jamie Martinez,F,11th,Cabrera High School,95,84,aprobado,aprobado
16850,16850,16850,Amy Burns,F,12th,Cabrera High School,91,70,aprobado,aprobado
16851,16851,16851,William Baker,M,11th,Cabrera High School,96,83,aprobado,aprobado
16852,16852,16852,Paul Medina,M,12th,Cabrera High School,70,83,aprobado,aprobado
16853,16853,16853,Jessica Foster,F,12th,Cabrera High School,79,74,aprobado,aprobado
16854,16854,16854,Michael Jacobson,M,10th,Cabrera High School,84,74,aprobado,aprobado
16855,16855,16855,Katherine May,F,12th,Cabrera High School,73,94,aprobado,aprobado
16856,16856,16856,Matthew Walker,M,11th,Cabrera High School,70,99,aprobado,aprobado
16857,16857,16857,Terri Peterson,F,12th,Cabrera High School,87,73,aprobado,aprobado
16858,16858,16858,Zachary Keller,M,9th,Cabrera High School,75,88,aprobado,aprobado
16859,16859,16859,Lisa Ortiz,F,10th,Cabrera High School,75,80,aprobado,aprobado
16860,16860,16860,Kimberly Mcdonald,F,9th,Cabrera High School,99,94,aprobado,aprobado
16861,16861,16861,David Mckee,M,10th,Cabrera High School,69,83,reprobado,aprobado
16862,16862,16862,Sarah Allen,F,12th,Cabrera High School,72,77,aprobado,aprobado
16863,16863,16863,Yvette Jacobson,F,10th,Cabrera High School,77,71,aprobado,aprobado
16864,16864,16864,Daniel Ortiz,M,10th,Cabrera High School,79,72,aprobado,aprobado
16865,16865,16865,Jesse Russell,M,11th,Cabrera High School,76,70,aprobado,aprobado
16866,16866,16866,Becky Love,F,10th,Cabrera High School,96,94,aprobado,aprobado
16867,16867,16867,Kristi Williams,F,10th,Cabrera High School,97,76,aprobado,aprobado
16868,16868,16868,Richard Mason,M,9th,Cabrera High School,95,97,aprobado,aprobado
16869,16869,16869,Katherine Morris,F,9th,Cabrera High School,77,71,aprobado,aprobado
16870,16870,16870,Karen English,F,9th,Cabrera High School,80,95,aprobado,aprobado
16871,16871,16871,Sarah Clark,F,12th,Cabrera High School,75,87,aprobado,aprobado
16872,16872,16872,Cheryl Vargas,F,11th,Cabrera High School,97,70,aprobado,aprobado
16873,16873,16873,Vincent Franklin,M,9th,Cabrera High School,79,70,aprobado,aprobado
16874,16874,16874,Samantha Thompson,F,9th,Cabrera High School,90,87,aprobado,aprobado
16875,16875,16875,Rachel Mcdaniel,F,10th,Cabrera High School,85,90,aprobado,aprobado
16876,16876,16876,Theresa Lopez,F,12th,Cabrera High School,88,99,aprobado,aprobado
16877,16877,16877,Shirley Bowman,F,9th,Cabrera High School,82,96,aprobado,aprobado
16878,16878,16878,Andrew Green,M,11th,Cabrera High School,88,68,aprobado,reprobado
16879,16879,16879,Teresa Smith,F,11th,Cabrera High School,70,72,aprobado,aprobado
16880,16880,16880,Diane Nolan,F,9th,Cabrera High School,91,98,aprobado,aprobado
16881,16881,16881,Philip Lara,M,10th,Cabrera High School,99,94,aprobado,aprobado
16882,16882,16882,Jennifer Ruiz,F,9th,Cabrera High School,86,84,aprobado,aprobado
16883,16883,16883,Chase Grant,M,11th,Cabrera High School,95,79,aprobado,aprobado
16884,16884,16884,Christian Young,M,11th,Cabrera High School,93,74,aprobado,aprobado
16885,16885,16885,Tina Elliott,F,12th,Cabrera High School,69,74,reprobado,aprobado
16886,16886,16886,Ashley Patterson,F,11th,Cabrera High School,79,84,aprobado,aprobado
16887,16887,16887,Vanessa Robinson,F,9th,Cabrera High School,74,72,aprobado,aprobado
16888,16888,16888,Melissa Wright,F,12th,Cabrera High School,75,75,aprobado,aprobado
16889,16889,16889,Robert Fuller,M,9th,Cabrera High School,72,87,aprobado,aprobado
16890,16890,16890,John Young,M,9th,Cabrera High School,90,92,aprobado,aprobado
16891,16891,16891,David Crane,M,9th,Cabrera High School,77,93,aprobado,aprobado
16892,16892,16892,Kendra Pierce,F,9th,Cabrera High School,73,94,aprobado,aprobado
16893,16893,16893,Timothy Schaefer,M,11th,Cabrera High School,88,69,aprobado,reprobado
16894,16894,16894,Matthew Rowe,M,11th,Cabrera High School,77,69,aprobado,reprobado
16895,16895,16895,Larry Buchanan,M,12th,Cabrera High School,74,74,aprobado,aprobado
16896,16896,16896,Vanessa Strong,F,11th,Cabrera High School,98,84,aprobado,aprobado
16897,16897,16897,Jeffery Barr,M,10th,Cabrera High School,75,77,aprobado,aprobado
16898,16898,16898,Allison King,F,9th,Cabrera High School,87,68,aprobado,reprobado
16899,16899,16899,Christopher Olson,M,11th,Cabrera High School,99,69,aprobado,reprobado
16900,16900,16900,Heather Orr,F,9th,Cabrera High School,78,93,aprobado,aprobado
16901,16901,16901,Joshua Saunders,M,12th,Cabrera High School,72,97,aprobado,aprobado
16902,16902,16902,Isaac Griffith,M,11th,Cabrera High School,78,98,aprobado,aprobado
16903,16903,16903,John Reilly,M,10th,Cabrera High School,87,74,aprobado,aprobado
16904,16904,16904,Rodney Underwood,M,10th,Cabrera High School,82,87,aprobado,aprobado
16905,16905,16905,Michael Mcdaniel,M,10th,Cabrera High School,88,93,aprobado,aprobado
16906,16906,16906,Sharon Everett,F,10th,Cabrera High School,97,93,aprobado,aprobado
16907,16907,16907,Chelsea Rhodes,F,9th,Cabrera High School,76,89,aprobado,aprobado
16908,16908,16908,Cynthia Jones,F,11th,Cabrera High School,73,68,aprobado,reprobado
16909,16909,16909,Robert Brown,M,9th,Cabrera High School,85,99,aprobado,aprobado
16910,16910,16910,Sandra Salazar,F,9th,Cabrera High School,82,85,aprobado,aprobado
16911,16911,16911,Kimberly Schwartz,F,11th,Cabrera High School,87,99,aprobado,aprobado
16912,16912,16912,Lawrence Jenkins,M,9th,Cabrera High School,97,91,aprobado,aprobado
16913,16913,16913,David Hopkins,M,9th,Cabrera High School,94,94,aprobado,aprobado
16914,16914,16914,Barbara Haynes,F,9th,Cabrera High School,82,68,aprobado,reprobado
16915,16915,16915,Julie Douglas,F,10th,Cabrera High School,70,79,aprobado,aprobado
16916,16916,16916,Stephanie Allen,F,9th,Cabrera High School,85,89,aprobado,aprobado
16917,16917,16917,Ryan Nichols,M,9th,Cabrera High School,91,87,aprobado,aprobado
16918,16918,16918,Wendy Anderson,F,10th,Cabrera High School,98,74,aprobado,aprobado
16919,16919,16919,John Wright,M,11th,Cabrera High School,89,72,aprobado,aprobado
16920,16920,16920,Sherry Clark,F,12th,Cabrera High School,90,77,aprobado,aprobado
16921,16921,16921,Adam Haley,M,10th,Cabrera High School,85,89,aprobado,aprobado
16922,16922,16922,Eric Chen,M,10th,Cabrera High School,99,74,aprobado,aprobado
16923,16923,16923,Jessica Burgess,F,9th,Cabrera High School,95,69,aprobado,reprobado
16924,16924,16924,John King,M,10th,Cabrera High School,71,96,aprobado,aprobado
16925,16925,16925,William Clayton,M,11th,Cabrera High School,82,94,aprobado,aprobado
16926,16926,16926,Maria Brooks,F,9th,Cabrera High School,79,71,aprobado,aprobado
16927,16927,16927,Isabel Bryant,F,12th,Cabrera High School,73,82,aprobado,aprobado
16928,16928,16928,Lauren Baker,F,11th,Cabrera High School,97,80,aprobado,aprobado
16929,16929,16929,Brandon Howard,M,10th,Cabrera High School,76,68,aprobado,reprobado
16930,16930,16930,Anna Clayton,F,11th,Cabrera High School,83,96,aprobado,aprobado
16931,16931,16931,Kimberly Phillips,F,11th,Cabrera High School,87,88,aprobado,aprobado
16932,16932,16932,Eric Johnson Jr.,M,9th,Cabrera High School,78,82,aprobado,aprobado
16933,16933,16933,Amy Murphy,F,10th,Cabrera High School,74,69,aprobado,reprobado
16934,16934,16934,Chad Jones,M,10th,Cabrera High School,96,82,aprobado,aprobado
16935,16935,16935,Gary Hernandez,M,11th,Cabrera High School,73,94,aprobado,aprobado
16936,16936,16936,Scott Miller,M,12th,Cabrera High School,75,89,aprobado,aprobado
16937,16937,16937,Thomas Santiago,M,11th,Cabrera High School,89,86,aprobado,aprobado
16938,16938,16938,Stephanie Jackson,F,9th,Cabrera High School,78,99,aprobado,aprobado
16939,16939,16939,Margaret Bradford,F,9th,Cabrera High School,95,81,aprobado,aprobado
16940,16940,16940,Danielle Coleman,F,12th,Cabrera High School,79,73,aprobado,aprobado
16941,16941,16941,Kelly Webb,F,9th,Cabrera High School,86,91,aprobado,aprobado
16942,16942,16942,Eric Norton,M,9th,Cabrera High School,92,89,aprobado,aprobado
16943,16943,16943,Donna Perez,F,12th,Cabrera High School,89,78,aprobado,aprobado
16944,16944,16944,William Duncan,M,11th,Cabrera High School,78,68,aprobado,reprobado
16945,16945,16945,Lynn Cruz,F,10th,Cabrera High School,96,92,aprobado,aprobado
16946,16946,16946,Daniel Harrington,M,12th,Cabrera High School,97,84,aprobado,aprobado
16947,16947,16947,Larry Wood,M,10th,Cabrera High School,82,84,aprobado,aprobado
16948,16948,16948,Alicia May,F,11th,Cabrera High School,71,96,aprobado,aprobado
16949,16949,16949,Jamie Smith,F,9th,Cabrera High School,98,87,aprobado,aprobado
16950,16950,16950,Valerie Chen,F,10th,Cabrera High School,97,82,aprobado,aprobado
16951,16951,16951,Janet Dixon,F,12th,Cabrera High School,84,71,aprobado,aprobado
16952,16952,16952,Martin Kelley,M,9th,Cabrera High School,99,90,aprobado,aprobado
16953,16953,16953,William Thomas,M,9th,Cabrera High School,70,90,aprobado,aprobado
16954,16954,16954,Willie Rodriguez,M,9th,Cabrera High School,74,80,aprobado,aprobado
16955,16955,16955,Rachel Molina,F,9th,Cabrera High School,96,70,aprobado,aprobado
16956,16956,16956,Shannon Morrison,F,9th,Cabrera High School,95,90,aprobado,aprobado
16957,16957,16957,Jeremiah Mejia,M,12th,Cabrera High School,73,97,aprobado,aprobado
16958,16958,16958,Austin Shaw,M,12th,Cabrera High School,86,75,aprobado,aprobado
16959,16959,16959,Blake Russo,M,12th,Cabrera High School,75,80,aprobado,aprobado
16960,16960,16960,Krista Jones,F,9th,Cabrera High School,82,70,aprobado,aprobado
16961,16961,16961,James Thomas,M,11th,Cabrera High School,86,90,aprobado,aprobado
16962,16962,16962,John Wong,M,9th,Cabrera High School,96,78,aprobado,aprobado
16963,16963,16963,Taylor Martin,F,11th,Cabrera High School,71,92,aprobado,aprobado
16964,16964,16964,Benjamin May,M,11th,Cabrera High School,82,93,aprobado,aprobado
16965,16965,16965,Robert York,M,9th,Cabrera High School,87,77,aprobado,aprobado
16966,16966,16966,Abigail Hill,F,10th,Cabrera High School,76,91,aprobado,aprobado
16967,16967,16967,Andre Casey,M,10th,Cabrera High School,87,90,aprobado,aprobado
16968,16968,16968,Clifford Hunter,M,12th,Cabrera High School,75,78,aprobado,aprobado
16969,16969,16969,Jonathan Beck,M,11th,Cabrera High School,95,88,aprobado,aprobado
16970,16970,16970,Jennifer Kelley,F,11th,Cabrera High School,82,95,aprobado,aprobado
16971,16971,16971,Stephen Clements,M,12th,Cabrera High School,88,92,aprobado,aprobado
16972,16972,16972,Bradley Williams,M,10th,Cabrera High School,92,97,aprobado,aprobado
16973,16973,16973,Lindsey Brooks,F,10th,Cabrera High School,76,83,aprobado,aprobado
16974,16974,16974,Karen Moore,F,11th,Cabrera High School,71,72,aprobado,aprobado
16975,16975,16975,Jessica Kramer,F,12th,Cabrera High School,93,76,aprobado,aprobado
16976,16976,16976,April Ward,F,9th,Cabrera High School,87,86,aprobado,aprobado
16977,16977,16977,Andrew Mendoza,M,10th,Cabrera High School,82,77,aprobado,aprobado
16978,16978,16978,Michelle Collins,F,9th,Cabrera High School,77,76,aprobado,aprobado
16979,16979,16979,Jonathan Munoz,M,12th,Cabrera High School,94,83,aprobado,aprobado
16980,16980,16980,Andrew Lopez,M,11th,Cabrera High School,89,81,aprobado,aprobado
16981,16981,16981,William Williams,M,9th,Cabrera High School,93,70,aprobado,aprobado
16982,16982,16982,Sherry Hopkins,F,9th,Cabrera High School,69,70,reprobado,aprobado
16983,16983,16983,Julie Stone,F,9th,Cabrera High School,81,94,aprobado,aprobado
16984,16984,16984,Kevin Morrow,M,11th,Cabrera High School,81,84,aprobado,aprobado
16985,16985,16985,Gregory Perez,M,10th,Cabrera High School,72,72,aprobado,aprobado
16986,16986,16986,Julia Johnson,F,11th,Cabrera High School,80,91,aprobado,aprobado
16987,16987,16987,Colleen Butler,F,9th,Cabrera High School,84,94,aprobado,aprobado
16988,16988,16988,Ashlee Navarro,F,9th,Cabrera High School,94,81,aprobado,aprobado
16989,16989,16989,Joseph Reyes,M,11th,Cabrera High School,81,81,aprobado,aprobado
16990,16990,16990,Stephen Moreno,M,10th,Cabrera High School,77,93,aprobado,aprobado
16991,16991,16991,Charles Meyers,M,11th,Cabrera High School,79,94,aprobado,aprobado
16992,16992,16992,James Hayden,M,10th,Cabrera High School,76,78,aprobado,aprobado
16993,16993,16993,Kevin Montgomery,M,10th,Cabrera High School,70,78,aprobado,aprobado
16994,16994,16994,Linda Wise,F,10th,Cabrera High School,92,92,aprobado,aprobado
16995,16995,16995,Timothy Weaver,M,11th,Cabrera High School,73,79,aprobado,aprobado
16996,16996,16996,Jasmine Houston,F,9th,Cabrera High School,80,71,aprobado,aprobado
16997,16997,16997,Allison Ochoa,F,11th,Cabrera High School,86,84,aprobado,aprobado
16998,16998,16998,Gregory Lowery,M,11th,Cabrera High School,73,89,aprobado,aprobado
16999,16999,16999,Zoe Gaines,F,9th,Cabrera High School,81,88,aprobado,aprobado
17000,17000,17000,Michael Fletcher,M,11th,Cabrera High School,79,81,aprobado,aprobado
17001,17001,17001,Katherine Perez,F,10th,Cabrera High School,92,95,aprobado,aprobado
17002,17002,17002,Leon Dixon,M,11th,Cabrera High School,70,80,aprobado,aprobado
17003,17003,17003,Erin Obrien,F,10th,Cabrera High School,71,97,aprobado,aprobado
17004,17004,17004,Debra Fisher,F,10th,Cabrera High School,86,73,aprobado,aprobado
17005,17005,17005,Blake Peters,M,10th,Cabrera High School,91,90,aprobado,aprobado
17006,17006,17006,William Waters,M,12th,Cabrera High School,77,73,aprobado,aprobado
17007,17007,17007,Timothy Jackson,M,9th,Cabrera High School,93,96,aprobado,aprobado
17008,17008,17008,Erika Cannon,F,10th,Cabrera High School,96,95,aprobado,aprobado
17009,17009,17009,Jessica Tucker,F,9th,Cabrera High School,85,81,aprobado,aprobado
17010,17010,17010,Mariah Matthews,F,10th,Cabrera High School,96,90,aprobado,aprobado
17011,17011,17011,Laura Terrell,F,12th,Cabrera High School,96,97,aprobado,aprobado
17012,17012,17012,Edward Thompson,M,11th,Cabrera High School,75,91,aprobado,aprobado
17013,17013,17013,John Thornton,M,11th,Cabrera High School,87,68,aprobado,reprobado
17014,17014,17014,Kevin Watson,M,12th,Cabrera High School,84,72,aprobado,aprobado
17015,17015,17015,Molly Hudson,F,10th,Cabrera High School,74,81,aprobado,aprobado
17016,17016,17016,Anthony Contreras,M,9th,Cabrera High School,69,82,reprobado,aprobado
17017,17017,17017,Beth Hester,F,12th,Cabrera High School,69,78,reprobado,aprobado
17018,17018,17018,Jonathan Thomas,M,10th,Cabrera High School,86,74,aprobado,aprobado
17019,17019,17019,Janet Adams,F,11th,Cabrera High School,81,75,aprobado,aprobado
17020,17020,17020,Andrew Schmidt,M,10th,Cabrera High School,81,72,aprobado,aprobado
17021,17021,17021,John Fleming,M,10th,Cabrera High School,89,77,aprobado,aprobado
17022,17022,17022,Benjamin Caldwell,M,9th,Cabrera High School,85,68,aprobado,reprobado
17023,17023,17023,Karen Anderson,F,12th,Cabrera High School,98,84,aprobado,aprobado
17024,17024,17024,Jeremy Clark,M,9th,Cabrera High School,94,83,aprobado,aprobado
17025,17025,17025,Angel Lynch,F,10th,Cabrera High School,77,81,aprobado,aprobado
17026,17026,17026,Daniel Wilkins,M,11th,Cabrera High School,71,70,aprobado,aprobado
17027,17027,17027,Kimberly Davenport,F,11th,Cabrera High School,87,81,aprobado,aprobado
17028,17028,17028,Robert Gordon,M,9th,Cabrera High School,80,99,aprobado,aprobado
17029,17029,17029,Shelia Pace,F,11th,Cabrera High School,96,95,aprobado,aprobado
17030,17030,17030,Michelle Wright,F,10th,Cabrera High School,85,94,aprobado,aprobado
17031,17031,17031,Anne Ruiz,F,9th,Cabrera High School,80,85,aprobado,aprobado
17032,17032,17032,Lauren Gray,F,12th,Cabrera High School,92,94,aprobado,aprobado
17033,17033,17033,Vicki Hubbard,F,12th,Cabrera High School,90,85,aprobado,aprobado
17034,17034,17034,Christopher Mitchell,M,11th,Cabrera High School,77,82,aprobado,aprobado
17035,17035,17035,Jenny Jones,F,10th,Cabrera High School,72,88,aprobado,aprobado
17036,17036,17036,Nicholas Clark,M,11th,Cabrera High School,93,84,aprobado,aprobado
17037,17037,17037,Brooke Peterson,F,10th,Cabrera High School,78,95,aprobado,aprobado
17038,17038,17038,Jason Delacruz,M,9th,Cabrera High School,99,83,aprobado,aprobado
17039,17039,17039,Joseph Perkins,M,9th,Cabrera High School,77,94,aprobado,aprobado
17040,17040,17040,Cesar Harris,M,11th,Cabrera High School,90,91,aprobado,aprobado
17041,17041,17041,Michelle Ashley,F,9th,Cabrera High School,73,82,aprobado,aprobado
17042,17042,17042,Patrick Gibson,M,11th,Cabrera High School,99,80,aprobado,aprobado
17043,17043,17043,Margaret Barton,F,11th,Cabrera High School,85,72,aprobado,aprobado
17044,17044,17044,Pedro Hayes,M,9th,Cabrera High School,95,82,aprobado,aprobado
17045,17045,17045,Amber James,F,12th,Cabrera High School,91,79,aprobado,aprobado
17046,17046,17046,Stephanie Ramirez,F,12th,Cabrera High School,70,80,aprobado,aprobado
17047,17047,17047,Christopher Martin,M,12th,Cabrera High School,94,86,aprobado,aprobado
17048,17048,17048,Devin Jenkins,M,12th,Cabrera High School,88,78,aprobado,aprobado
17049,17049,17049,William Burns,M,12th,Cabrera High School,97,89,aprobado,aprobado
17050,17050,17050,Karen Aguilar,F,11th,Cabrera High School,89,88,aprobado,aprobado
17051,17051,17051,Carol Wilson,F,9th,Cabrera High School,91,76,aprobado,aprobado
17052,17052,17052,Tiffany Herman,F,12th,Cabrera High School,89,78,aprobado,aprobado
17053,17053,17053,Jacob Martinez,M,11th,Cabrera High School,81,90,aprobado,aprobado
17054,17054,17054,Catherine Johnson,F,11th,Cabrera High School,71,76,aprobado,aprobado
17055,17055,17055,Aaron Weeks,M,10th,Cabrera High School,78,89,aprobado,aprobado
17056,17056,17056,Anita Shaw,F,11th,Cabrera High School,89,98,aprobado,aprobado
17057,17057,17057,Jeanne Banks,F,10th,Cabrera High School,81,73,aprobado,aprobado
17058,17058,17058,Jeremiah Hayes,M,10th,Cabrera High School,93,77,aprobado,aprobado
17059,17059,17059,Louis Skinner,M,11th,Cabrera High School,88,82,aprobado,aprobado
17060,17060,17060,Rebecca Perry,F,10th,Cabrera High School,89,68,aprobado,reprobado
17061,17061,17061,Joseph White,M,11th,Cabrera High School,89,82,aprobado,aprobado
17062,17062,17062,Jonathan Case,M,12th,Cabrera High School,77,71,aprobado,aprobado
